"","m","Duration.wave1","ResponseId.wave1","gender","country","income.wave1","education","household_size","politicalorientation_1","Duration.wave2","ResponseId","age","income.wave2"
"898",229678093313064,913,"R_2Vqd3pgSyhpvGMs","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,1,1010,"R_26f1OmYAyKKQTeV",63,"<1'500- 2'499€
3'100-4'299CHF"
"899",229678093321286,950,"R_38kHlD1PxUjMZ8J","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,1019,"R_2v2nTKKN3vQRmr2",49,"2'500- 4'000€
<4'300- 5'899CHF"
"900",229678093326426,3536,"R_3FQecw6aCDx1shm","male","Switzerland","<1'500€
<3'100CHF","degree",1,4,1780,"R_1Km3m54TPU3JKM1",59,"<1'500€
<3'100CHF"
"901",229678093331563,2472,"R_3jebqMrrxWLoj9G","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",2,6,1679,"R_9XKo56LagUvx42d",78,"2'500- 4'000€
<4'300- 5'899CHF"
"902",229678093333617,3667,"R_DuhtVO6uzfG1bwt","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,4,3874,"R_24c60G9jeprs59Z",65,"<1'500- 2'499€
3'100-4'299CHF"
"903",229678093336703,579,"R_3fiTHcHYD6kYayJ","female","Switzerland","<1'500€
<3'100CHF","degree",1,6,872,"R_2th9gAtAIbanbIK",44,"<1'500€
<3'100CHF"
"904",229678093339800,3763,"R_pfUjKQcbKhfjZdL","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,4,1600,"R_3MKFZSu9lFu9r7j",49,"<1'500- 2'499€
3'100-4'299CHF"
"905",229678093345967,1096,"R_7TEqLDahqzubLaN","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,7,693,"R_2Cv9WSKuO6O2oiU",36,"<1'500- 2'499€
3'100-4'299CHF"
"906",229678093350079,2543,"R_2TRwa1TM47AObeS","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,5,3733,"R_1GHQis7V3Yvuhjl",43,"2'500- 4'000€
<4'300- 5'899CHF"
"907",229678093358306,799,"R_An6PzcN4iqwNczv","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,5,1450,"R_2q2wBpEDDTOLQAr",40,"<1'500- 2'499€
3'100-4'299CHF"
"908",229678093372428,747,"R_0OolMie4oWOnlJv","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,8,1097,"R_2492pCKHqf5dlKi",41,"2'500- 4'000€
<4'300- 5'899CHF"
"909",229678093374484,644,"R_1LpqQYKk5qTlv7k","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,4,916,"R_2CljElbe8v4wYAv",30,"2'500- 4'000€
<4'300- 5'899CHF"
"910",229678093381676,1273,"R_vk2QpnGK6FqBB0l","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,7,1642,"R_2vZhhzJLS8XEt1K",50,"<1'500€
<3'100CHF"
"911",229678093381679,910,"R_20MeHHXsTnlbV9o","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,6,2142,"R_263IFUYHOUdE9SR",54,"2'500- 4'000€
<4'300- 5'899CHF"
"912",229678093384755,999,"R_3isYhi6yhVinQCi","female","Switzerland","<1'500€
<3'100CHF","degree",1,5,1318,"R_2qlSogoBK0vIz2z",42,"<1'500€
<3'100CHF"
"913",229678093386810,1237,"R_2uEfXyZcIgJfUr6","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",4,2,853,"R_AG05TbDyvhvnphD",38,"2'500- 4'000€
<4'300- 5'899CHF"
"914",229678093397101,14859,"R_vjI0yyVHqytgp8t","female","Switzerland","<1'500€
<3'100CHF","no formal education",1,6,2191,"R_UnpmfkU23FuTDWh",46,"<1'500€
<3'100CHF"
"915",229678093404309,934,"R_2dyI7M4jUgDJyVI","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",3,6,573,"R_2wt1y2Xbl9pcLpW",40,"<1'500€
<3'100CHF"
"916",229678093404311,1512,"R_RkNj7zIK81KGgMN","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",2,3,2048,"R_30bGOYP8zubfggO",80,"<1'500- 2'499€
3'100-4'299CHF"
"917",229678093412574,858,"R_dmTENL4WFRAmWml","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",2,5,2200,"R_2CwZWrVSNkvn7hm",43,"<1'500- 2'499€
3'100-4'299CHF"
"918",229678093413606,1813,"R_2qpHCMe6UAHeb4C","female","Switzerland","<1'500€
<3'100CHF","middle school",3,7,918,"R_3iPFn2zdLAOWsY6",42,"<1'500€
<3'100CHF"
"919",229678093414635,1616,"R_734AAwGylkq2Pe1","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,8,1478,"R_1pFFiHfQdEkz93a",66,"<1'500- 2'499€
3'100-4'299CHF"
"920",229678093414638,1921,"R_2aWxzqPcyeNHoFi","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,7,1118,"R_r8UYG8lc0kWI42R",33,"2'500- 4'000€
<4'300- 5'899CHF"
"921",229678093415665,4052,"R_1K3H42hqGnqinn0","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,3292,"R_3rGtK5dTnqFVCjc",38,"<1'500- 2'499€
3'100-4'299CHF"
"922",229678093419533,1215,"R_PYS77aFAVFGgbBv","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,4,792,"R_3rMSqqQNrvdZ88W",31,"2'500- 4'000€
<4'300- 5'899CHF"
"923",229678093424687,5587,"R_2zwhqmD7ddkXUxw","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,8,2958,"R_qDQKzSuGB6HufBf",68,"<1'500- 2'499€
3'100-4'299CHF"
"924",229678093426755,467,"R_3FWIowXYcQQuTtm","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,408,"R_3GoDYngOwvRFlVe",40,"<1'500- 2'499€
3'100-4'299CHF"
"925",229678093429864,1012,"R_2AL7oFTWsNWvqno","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",3,10,1326,"R_3k4U2ExVmbnGCsw",41,"<1'500€
<3'100CHF"
"926",229678093430898,1560,"R_DcnnxSaLoAkL3rz","male","Switzerland","<1'500€
<3'100CHF","obligatory school",1,6,1203,"R_OCI2HeR32mrC0fv",41,"<1'500€
<3'100CHF"
"927",229678093431930,1224,"R_qWboZA7SfPjsI8N","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",1,3,2122,"R_2tAodbyDXek1lmO",53,"2'500- 4'000€
<4'300- 5'899CHF"
"928",229678093431933,905,"R_2OTofi6rpYevv5M","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,7,1252,"R_1gznfQwU0vN5Ydh",32,"2'500- 4'000€
<4'300- 5'899CHF"
"929",229678093435043,819,"R_269XIaqM07m1U0K","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",4,7,871,"R_3KSHZzbgYF0hmWN",34,"2'500- 4'000€
<4'300- 5'899CHF"
"930",229678093437108,1795,"R_qF3jvD1xV74jtzb","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",2,3,1768,"R_1I6tryAkVhTDSJ0",35,"2'500- 4'000€
<4'300- 5'899CHF"
"931",229678093438137,1241,"R_dmyfvnVwZSS6qCR","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,8,4976,"R_3O0UASSJuVz1wKV",68,"2'500- 4'000€
<4'300- 5'899CHF"
"932",229678093438143,378,"R_1SrG7FLl42ZQ8ZH","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",1,1,393,"R_2xJIRYg2UgQnxHJ",31,"<1'500- 2'499€
3'100-4'299CHF"
"933",229678093439181,989,"R_qK1zOTwMlZ8NCOR","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,3,806,"R_tWWP8sTyFYX40tH",32,"> 4'000€
>5'900 CHF"
"934",229678093439184,2344,"R_3NRjNmPJpWD6Gsb","male","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",4,8,4318,"R_9S1HJj2WkOXsLlv",30,"2'500- 4'000€
<4'300- 5'899CHF"
"935",229678093439186,859,"R_6XAJgMp96RQuYwx","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",2,5,857,"R_2dBlKqNLVxM9bd1",50,"2'500- 4'000€
<4'300- 5'899CHF"
"936",229678093439187,4695,"R_3G1dEpQidltZ7UV","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",3,3,1048,"R_2yrOKnTx9VJIJYc",45,"2'500- 4'000€
<4'300- 5'899CHF"
"937",229678093440221,1517,"R_2tgvC1GeI8QufUE","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,6,1675,"R_RFtxxKxqDaFLHtT",45,"2'500- 4'000€
<4'300- 5'899CHF"
"938",229678093440224,826,"R_3Myrqdw0pzbDQkz","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,5,809,"R_2xS2aNnxwYu52vT",31,"> 4'000€
>5'900 CHF"
"939",229678093441262,1307,"R_VKHDqmejyHnp2Kd","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",4,7,1239,"R_3ksTL2kxGb86yzZ",51,"<1'500€
<3'100CHF"
"940",229678093441266,2158,"R_1jSUOEcl2UZ4EmQ","male","Switzerland","<1'500€
<3'100CHF","no formal education",1,3,1162,"R_2PuNkkf82ArrZQ5",51,"2'500- 4'000€
<4'300- 5'899CHF"
"941",229758201742380,1575,"R_1dtQ89qnhvDRtCJ","female","Germany","> 4'000€
>5'900 CHF","middle school",3,5,5168,"R_3nNQbVPzRGKWTvf",70,"> 4'000€
>5'900 CHF"
"942",229758201767112,1086,"R_1kRNpAUEPVtJ1f1","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,1230,"R_1E0PjXD25VOm0g1",62,"> 4'000€
>5'900 CHF"
"943",229758453882067,1060,"R_1pWkYnvOiwS0XUO","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,2,1059,"R_2Y9WhVvkCDyq3KU",69,"<1'500- 2'499€
3'100-4'299CHF"
"944",229758453883093,2821,"R_1LRQAdfNJTKMgGI","male","Switzerland","<1'500€
<3'100CHF","degree",1,6,2732,"R_RrWEqa504IT11n3",46,"<1'500€
<3'100CHF"
"945",229758453888227,754,"R_1ogUn1QrTtO0BPT","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,6,968,"R_1I4WlAa3OiJqVwK",62,"<1'500€
<3'100CHF"
"946",229758453932074,1640,"R_1pE9CDJuuBYcoF8","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,6,1706,"R_1LFH0LOWi9Yz49r",51,"<1'500- 2'499€
3'100-4'299CHF"
"947",229758453977189,1060,"R_3qjukVIGc9vju6U","male","Switzerland","<1'500€
<3'100CHF","degree",2,4,1217,"R_3hg7VuBZdF9ke2k",65,"<1'500€
<3'100CHF"
"948",229758454052046,1855,"R_269eIb65DK9tLcJ","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,8,2131,"R_1imVOnSNxFLWN9G",63,"<1'500- 2'499€
3'100-4'299CHF"
"949",229758454062299,1351,"R_2WYH1hgCGRdzcXh","female","Switzerland","<1'500€
<3'100CHF","no formal education",4,5,2779,"R_1je3dpReugGbwdk",40,"<1'500€
<3'100CHF"
"950",229758454067427,1200,"R_3EhflsDKTC83CQE","female","Switzerland","<1'500€
<3'100CHF","degree",2,7,1753,"R_3m32qTstvhmJ84V",58,"<1'500€
<3'100CHF"
"951",229758454074603,11558,"R_302jU1hKGFVorVA","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,7,1505,"R_RWADUC9j2nEiRYl",54,"<1'500€
<3'100CHF"
"952",229758454114352,869,"R_3PdcDZ9p1AZrXOo","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,1,968,"R_2n9raHg44FUkQgh",65,"<1'500€
<3'100CHF"
"953",229758454128733,407,"R_2E01z90fXjKkzDS","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",1,5,388,"R_27EHpzwuD9TKLik",51,"> 4'000€
>5'900 CHF"
"954",229758454221926,1284,"R_2Sw6rAOun21Rl28","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,6,1306,"R_1esHTNUUBMqaFT4",80,"<1'500€
<3'100CHF"
"955",229758454227061,1277,"R_3RefJAgez971FSo","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,6,1317,"R_3HYPAQFIup9BRUb",68,"<1'500- 2'499€
3'100-4'299CHF"
"956",229758454228087,1208,"R_3knP1XMf8hed8NI","male","Switzerland","<1'500€
<3'100CHF","degree",3,2,1198,"R_0jlDzmWvG165Jfj",65,"<1'500€
<3'100CHF"
"957",229758454231173,1707,"R_1rfrFquUHpIwJiu","male","Switzerland","<1'500€
<3'100CHF","no formal education",1,5,1529,"R_3fpDyJOpJ1Eg7nH",60,"<1'500€
<3'100CHF"
"958",229758454235278,874,"R_27wlK1Z5sH71KQ0","female","Switzerland","<1'500€
<3'100CHF","degree",1,3,1004,"R_1gMTHND9hMVtlq6",61,"<1'500€
<3'100CHF"
"959",229758454236304,634,"R_2AS87J6lireNMJW","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",5,3,909,"R_2ghsWopwxNyadTb",44,"<1'500- 2'499€
3'100-4'299CHF"
"960",229855351959799,1575,"R_3JgBBxNJzTEfspb","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,5,1274,"R_3rGmsRvbFb1g0f8",65,"2'500- 4'000€
<4'300- 5'899CHF"
"961",229855351994462,1814,"R_1fl2MTowCfCRhG0","female","Germany","> 4'000€
>5'900 CHF","middle school",2,6,1929,"R_2E4XZ1gU8UuEcy2",67,"> 4'000€
>5'900 CHF"
"962",229855351994463,1094,"R_2bNQX6i4Gfq2gKY","female","Germany","> 4'000€
>5'900 CHF","no formal education",2,7,1077,"R_3MxtBVkHFb0eckC",62,"> 4'000€
>5'900 CHF"
"963",229855351995491,1361,"R_3MPu31AzdohRMko","female","Germany","> 4'000€
>5'900 CHF","degree",2,3,5132,"R_1hYcEowvUwVWBqw",61,"> 4'000€
>5'900 CHF"
"964",229855351995492,984,"R_21bvhgPlUiTqwQa","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,2032,"R_YcCAFctVTYMnngZ",61,"> 4'000€
>5'900 CHF"
"965",229855352002681,286,"R_1LvCjhF0EEOqlAp","female","Germany","> 4'000€
>5'900 CHF","degree",3,9,954,"R_12fHiuDKnfCHBwJ",60,"> 4'000€
>5'900 CHF"
"966",229855352005760,1740,"R_1KpqCfkR85ApDEQ","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,2016,"R_1OI9sjzqAoq5VTd",65,"> 4'000€
>5'900 CHF"
"967",229855352032472,1337,"R_12KA26bT3vvPUxO","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,1690,"R_3K7ud1ITarVlcMF",65,"> 4'000€
>5'900 CHF"
"968",229855352035555,633,"R_3mmgNPJTsI2HNu0","female","Germany","> 4'000€
>5'900 CHF","no formal education",3,7,857,"R_2WNnfEbzmLI06mJ",63,"> 4'000€
>5'900 CHF"
"969",229855352039662,1986,"R_1prLq4RJil17Iht","female","Germany","> 4'000€
>5'900 CHF","middle school",2,6,1955,"R_1QcQf40hnZ8IGIv",64,"> 4'000€
>5'900 CHF"
"970",229855352053806,1918,"R_3PcaIkbjoodjNKU","female","Germany","> 4'000€
>5'900 CHF","degree",2,4,1964,"R_30kjJ6aflGnLwCZ",67,"> 4'000€
>5'900 CHF"
"971",229855352055869,1377,"R_1LUSiI51StMj2fs","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,4,1323,"R_3HTDoD3sdEXRJ69",61,"> 4'000€
>5'900 CHF"
"972",229855352122461,11618,"R_1mgS3o7laschj5y","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,6,1456,"R_2CQ8YyzW1RpRmOa",70,"> 4'000€
>5'900 CHF"
"973",229855352122474,619,"R_3qrrZIPKi2hix0x","female","Germany","> 4'000€
>5'900 CHF","middle school",2,6,656,"R_28Gxw9vDZkw4AFl",77,"> 4'000€
>5'900 CHF"
"974",229855352123517,1898,"R_1zBNX7ARLsSsMmJ","female","Germany","> 4'000€
>5'900 CHF","obligatory school",2,5,1613,"R_3gXHyDTV0MSEQjB",78,"> 4'000€
>5'900 CHF"
"975",229855352125590,1012,"R_3CD9wbHDlaeRZo1","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","middle school",2,6,1161,"R_1ILP4klkIHMb0xr",65,"2'500- 4'000€
<4'300- 5'899CHF"
"976",229855352125597,1015,"R_1QLVecSrgBB3TF7","female","Germany","> 4'000€
>5'900 CHF","degree",2,5,1557,"R_3CINlYRwGPISJ35",68,"> 4'000€
>5'900 CHF"
"977",229855352128714,1093,"R_1dh2SLCrb3l4X8m","female","Germany","> 4'000€
>5'900 CHF","degree",2,9,1003,"R_1OjgNlF6mh2p7hA",71,"> 4'000€
>5'900 CHF"
"978",229855352128725,663,"R_1GNOEkddVB05agX","female","Germany","> 4'000€
>5'900 CHF","degree",1,6,724,"R_3fUbnGBqSy0bvjw",69,"> 4'000€
>5'900 CHF"
"979",229855352129760,613,"R_uq45aPHlg1k1ZF7","female","Germany","> 4'000€
>5'900 CHF","degree",2,6,689,"R_2EtWhEHSMvWIcYf",64,"> 4'000€
>5'900 CHF"
"980",229855352130794,766,"R_23dhBmmmpedny6z","female","Germany","2'500- 4'000€
<4'300- 5'899CHF","degree",2,4,845,"R_2Bm2KJXRyABauyk",61,"> 4'000€
>5'900 CHF"
"981",229855352130795,1057,"R_3jfFKwL3nFTv5jm","female","Germany","> 4'000€
>5'900 CHF","degree",2,3,1345,"R_qQGtOT7apnfrtvj",74,"> 4'000€
>5'900 CHF"
"982",229937962964147,984,"R_2BqCqINqXblVi4A","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,8,1053,"R_3GvpTnsgO0dN7v3",71,"<1'500- 2'499€
3'100-4'299CHF"
"983",229937962987732,1273,"R_wLQ1XUymRlwY7Ul","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,1682,"R_8jMFl4Q2cGUox21",54,"<1'500- 2'499€
3'100-4'299CHF"
"984",229937962990809,663,"R_2fa3tzzYgAN6xyI","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,3,1166,"R_OwY0BjyA8AlUB3z",58,"2'500- 4'000€
<4'300- 5'899CHF"
"985",229937963021319,714,"R_D6K9DtJyRPz1rBn","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,6,722,"R_2f2KMqCnmLuyaSk",58,"<1'500- 2'499€
3'100-4'299CHF"
"986",229937963021321,1790,"R_DA9FaF7eBDE68E1","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,4,1760,"R_0wTi4jmliqouWu5",58,"<1'500- 2'499€
3'100-4'299CHF"
"987",229937963024397,2030,"R_Bsw7kBycxSB9bs5","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,1409,"R_2V1Si11PKno2lNz",77,"2'500- 4'000€
<4'300- 5'899CHF"
"988",229937963048994,1289,"R_2cbJOwBGVIyOrYF","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",1,6,1027,"R_e5qmKddRNlgx7SV",52,"<1'500- 2'499€
3'100-4'299CHF"
"989",229937963061289,1596,"R_3w0BMiOH7kDSo6J","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,8,3734,"R_A0evhkLCvzpJ2Jb",67,"2'500- 4'000€
<4'300- 5'899CHF"
"990",229937963083831,1317,"R_9ZDcMxlsTrNsZsR","female","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,8,1550,"R_2qC9he4AoxVGi4W",53,"> 4'000€
>5'900 CHF"
"991",229937963133014,1172,"R_UAdT6lmfGZMm2s1","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,5,992,"R_3hxUPG9N0GYg3od",57,"<1'500€
<3'100CHF"
"992",229937963154540,1749,"R_2CeRAdFGYdyKpNa","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,1792,"R_1rMMLys7a9QDlKp",43,"<1'500- 2'499€
3'100-4'299CHF"
"993",229937963200661,2229,"R_2ATjPtCSOZaMUPH","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","no formal education",2,6,2485,"R_ANf56GXKmvpHaHn",66,"<1'500€
<3'100CHF"
"994",229937963207838,2415,"R_1IAZ9dmi1SrmPZ0","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",1,3,1464,"R_2yj6iovXuhxIUFj",68,"<1'500- 2'499€
3'100-4'299CHF"
"995",229937963219114,1301,"R_Ua03kfbtekAykDf","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,1436,"R_2uyblRo6cWLyvL3",70,"<1'500- 2'499€
3'100-4'299CHF"
"996",229937963227316,1874,"R_1Kj6kvRrhNJltzy","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,8,1196,"R_DwtraUbo8TTxK5b",73,"<1'500- 2'499€
3'100-4'299CHF"
"997",229937963228341,1140,"R_3iUSBNvBL2gkwBY","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,3,2482,"R_2AFo5duAc0IHQXg",57,"<1'500- 2'499€
3'100-4'299CHF"
"998",229937963245768,920,"R_psAHNRaUSfhZFxn","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","no formal education",3,5,543,"R_2YXHheCUdE9I5jp",47,"2'500- 4'000€
<4'300- 5'899CHF"
"999",229937963274473,1571,"R_3egCMFrdwh16DEi","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",1,8,1714,"R_2xRFAHf3m984KjF",67,"<1'500- 2'499€
3'100-4'299CHF"
"1000",229937963303953,118536,"R_56ZTAc0Vrn5PXLr","male","Switzerland","<1'500€
<3'100CHF","obligatory school",4,6,27668,"R_XMrlfKuFlmyYBMd",64,"<1'500€
<3'100CHF"
"1001",229937963317277,1196,"R_w0jR8UNaqCDVHXz","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","degree",1,4,1762,"R_3KJHMzL3J7PD1Ha",60,"2'500- 4'000€
<4'300- 5'899CHF"
"1002",229937963343935,1537,"R_26loy7keZ66nKb4","male","Switzerland","<1'500€
<3'100CHF","degree",2,7,1810,"R_RnnchR9GUfX0ytz",70,"<1'500€
<3'100CHF"
"1003",229937963347010,2834,"R_2aWDr9m7meRoIVQ","male","Switzerland","> 4'000€
>5'900 CHF","obligatory school",2,6,1644,"R_2CKdLXRBdTOZHOl",57,"> 4'000€
>5'900 CHF"
"1004",229937963356233,1305,"R_1obtEN1KAT8Ivsq","female","Switzerland","<1'500€
<3'100CHF","obligatory school",1,8,3158,"R_3MPAl1HRGhuO15w",69,"<1'500€
<3'100CHF"
"1005",229937963365458,1746,"R_3Hh9qBdHRm0Ca0i","female","Switzerland","<1'500€
<3'100CHF","middle school",2,4,2050,"R_2rBhEUCs1BqXxvI",55,"<1'500- 2'499€
3'100-4'299CHF"
"1006",229937963399296,1149,"R_3n3tEncCO9Vv2PD","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","middle school",2,6,1383,"R_1jZcZ1S8MccWXlw",65,"2'500- 4'000€
<4'300- 5'899CHF"
"1007",229937963416732,1700,"R_3PdfoGyQdrBwIq7","female","Switzerland","<1'500€
<3'100CHF","degree",3,5,1188,"R_2VJjrhVyFhYGO2W",51,"<1'500- 2'499€
3'100-4'299CHF"
"1008",229937963436224,1777,"R_C9T1efwFZ6VT9Lz","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","obligatory school",3,6,1803,"R_2zx96JsJgGlf2Gl",45,"<1'500€
<3'100CHF"
"1009",229937963438276,892,"R_2rNL0TCdLPWFc1l","male","Switzerland","> 4'000€
>5'900 CHF","degree",2,6,972,"R_1N36l6kUedKpvUH",62,"> 4'000€
>5'900 CHF"
"1010",229937963517143,1620,"R_2rjd6OSW7yoXCFy","male","Switzerland","> 4'000€
>5'900 CHF","degree",3,5,1728,"R_uwVUl5YWIGbnhiF",75,"> 4'000€
>5'900 CHF"
"1011",229937963518171,1215,"R_2usqR2qKNauADxr","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,8,1467,"R_2X5rHnaGRBKVlOf",71,"<1'500- 2'499€
3'100-4'299CHF"
"1012",229937963521249,1389,"R_30pdCup94ZdJy4F","female","Switzerland","2'500- 4'000€
<4'300- 5'899CHF","middle school",3,6,1000,"R_Tu8BEhFf6Y1zjA5",46,"2'500- 4'000€
<4'300- 5'899CHF"
"1013",229937963524329,678,"R_2E6rPzjAynfVy5B","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,7,855,"R_25zq5nVLCITNtp3",47,"<1'500- 2'499€
3'100-4'299CHF"
"1014",229937963529455,479,"R_u7XnzaCTp3oCCKl","male","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",2,5,623,"R_3MMxIx7rQIdzRQZ",56,"<1'500€
<3'100CHF"
"1015",230295580432440,1230,"R_2zS0du5DoNWptId","female","Switzerland","<1'500€
<3'100CHF","no formal education",1,5,1187,"R_3Oxtxu9mmCmbgXL",21,"<1'500€
<3'100CHF"
"1016",230296024624230,9134,"R_1rfEcoDe8h656K4","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","degree",4,3,864,"R_sA7Re0aES3EZ7vH",27,"2'500- 4'000€
<4'300- 5'899CHF"
"1017",230296024693951,1347,"R_eEBun66nXXnmfM5","female","Switzerland","<1'500€
<3'100CHF","degree",1,6,1307,"R_2e2viRsP5R00S1X",61,"<1'500€
<3'100CHF"
"1018",230296024724709,912,"R_1IjOEww5cPQHpkZ","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,5,963,"R_1jrnUBWb0tBNVBo",48,"<1'500- 2'499€
3'100-4'299CHF"
"1019",230296024728812,2593,"R_2QAv33BSr9Iivdo","male","Switzerland","<1'500€
<3'100CHF","obligatory school",2,5,2070,"R_3KpYze7DNjoZF3b",78,"<1'500€
<3'100CHF"
"1020",230296025033849,784,"R_2vZGx1OZkobeeEs","male","Switzerland","<1'500€
<3'100CHF","middle school",4,2,825,"R_2uOMTtyh1bXg9ty",23,"<1'500€
<3'100CHF"
"1021",230296025094160,1122,"R_tZ0bYpiNyMj4pt7","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",1,4,1615,"R_1jIJHh1689WJ1Wf",54,"<1'500- 2'499€
3'100-4'299CHF"
"1022",230296025238534,975,"R_10ZfwML5Q6HbOBv","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,4,1272,"R_1pyPj6pxQTGpmoY",36,"<1'500- 2'499€
3'100-4'299CHF"
"1023",230296025317508,1190,"R_3lxk1s9I4JxWjBb","female","Switzerland","<1'500€
<3'100CHF","middle school",5,6,907,"R_RFF8tBoS3es1VRf",44,"<1'500€
<3'100CHF"
"1024",230296025318536,1225,"R_6hQAmeum6gRUoRX","female","Switzerland","<1'500- 2'499€
3'100-4'299CHF","obligatory school",4,3,1298,"R_1KkmlLf0vxRhbVE",40,"<1'500- 2'499€
3'100-4'299CHF"
